char;	count;	type,std_chars
𥥛;	3;	2,突;胈,4,突
𣇋;	3;	2,晚
寚;	3;	2,寶
浊;	3;	2,濁
叒;	3;	2,若
㫮;	3;	2,眥
㛰;	3;	2,婚
渗;	3;	2,滲
𩕍;	3;	2,䫧
彦;	3;	2,彥
𡄋;	3;	2,噆,4,噆
凮;	3;	2,風
㢓;	3;	2,瘴;障;墇
𧬘;	3;	2,讕
縂;	3;	2,總,2,總
营;	3;	2,營
𨾏;	3;	2,隻,4,隻
壮;	3;	2,壯;牡,2,壯,4,壯
礟;	3;	2,砲
𣌟;	3;	2,昤
厦;	3;	2,廈
鬛;	3;	2,鬣
𧩿;	3;	2,譔
蝇;	3;	2,蠅,2,蠅
㢲;	3;	2,巽
𢋨;	3;	2,廛
𡻪;	3;	2,嵺;嶚
𡶮;	3;	2,墺
𡷧;	3;	2,崟
𡸘;	3;	2,𡸨
𣲨;	3;	2,沍
𠔏;	3;	2,共
蒋;	3;	2,蔣
袿;	3;	2,旌;褂
𡄱;	3;	2,嘁
瘷;	3;	2,瘀;㾊
耮;	3;	2,橯
𡽺;	3;	2,嶽
𣝗;	3;	2,核
𩒺;	3;	2,䩉,4,
𤠕;	3;	2,畜
𦛜;	3;	2,肣;頜,4,肣,4,頜
𢰗;	3;	2,挃,4,挃
𡄊;	3;	2,吃
舤;	3;	2,舧;𦨲
䡋;	3;	2,軝;陳
𪂏;	3;	2,𪂞
𤦏;	3;	2,瑙,4,瑙
𤟮;	3;	4,黹
𠺡;	3;	2,咳
𨑧;	3;	2,退
𤘴;	3;	2,牧
𡤬;	3;	2,嬳
𣄈;	3;	2,㫎
𢿣;	3;	2,𢿲
𠦜;	3;	2,庶;卌
㡰;	3;	2,宇
勡;	3;	2,剽
𥬹;	3;	2,簨;𥬷,4,筭
㢧;	3;	2,卷
𣖋;	3;	2,栽
繏;	3;	2,𦇗
㤸;	3;	2,㦦
𥊅;	3;	2,睚,4,睚
𩘚;	3;	2,颹
𩅾;	3;	2,霮
㤑;	3;	2,忧
𩟆;	3;	2,䭉
𧿞;	3;	2,𨀥
𡰁;	3;	2,尰
𢗕;	3;	2,怐
泟;	3;	2,征;浾
𪔛;	3;	2,鞀,4,鼗
𢷈;	3;	2,窟
䗾;	3;	2,蜆
㥵;	3;	2,慁
挗;	3;	2,抉
𣝆;	3;	2,擬;𣝅
朖;	3;	2,朗
𣫩;	3;	2,鑿
䳘;	3;	2,鵝
𦯜;	3;	2,莞
𨳵;	3;	2,閛
𡥅;	3;	2,存
𢮑;	3;	2,摝
䋎;	3;	2,組;綻
耊;	3;	2,耋
𠻯;	3;	2,哳,4,哳
𦨶;	3;	2,朕
𣍧;	3;	2,朔;朏,4,朏,4,胐
訠;	3;	2,矧
𦓞;	3;	2,黼,4,黼
炨;	3;	2,灺
𩤃;	3;	2,騮
电;	3;	2,曳;電
𣅦;	3;	2,昃,4,昃
𥅓;	3;	2,貤,4,貤
𡾝;	3;	2,㠢
𨉖;	3;	2,鑽
𦾯;	3;	2,菉
𤖩;	3;	2,妝
𦹾;	3;	2,耄
𦯆;	3;	2,茆
䎹;	3;	2,聞
㬜;	3;	2,晉
䞨;	3;	2,跬
瑅;	3;	2,珶
𣕊;	3;	2,栝;㮇
𩤪;	3;	2,䮢,4,䮢
𪐨;	3;	2,黕
䆈;	3;	2,稚
䘑;	3;	2,脈,4,脈
䛦;	3;	2,訟,4,訟
騌;	3;	2,騣
𩓀;	3;	2,𩈥
𥰳;	3;	2,𥱍
蟖;	3;	2,蟴
𩰭;	3;	2,鍋
𧫙;	3;	2,競
𥰆;	3;	4,蹄
苢;	3;	2,苡
𦼯;	3;	2,穗;穟
頮;	3;	2,沬
詸;	3;	2,謎
龥;	3;	2,籲
𧨝;	3;	2,詗
𪁟;	3;	2,鵪
𨗄;	3;	2,遴,4,遴
𪚱;	3;	2,𪚰
𧻹;	3;	2,踊,4,踊
𣧕;	3;	2,殀
𢞑;	3;	2,惰
𧗸;	3;	2,㣤
𣻣;	3;	2,涉,2,涉,4,涉
𡲘;	3;	2,尿,4,尿
𡓴;	3;	2,𡊄
䑑;	3;	2,僕
𢇂;	3;	2,𢇇
䝮;	3;	2,衒
𦍃;	3;	2,𦌾
𧩯;	3;	2,訴
𧒒;	3;	2,蜂,4,蜂
𦭝;	3;	2,𥄕
𢝐;	3;	2,愆,2,愆
瑌;	3;	2,瓀
𣿳;	3;	2,潦,4,潦
𧕶;	3;	2,蟻;螘
𤓳;	3;	2,釆;乎
𤺑;	3;	2,㾕
𩩜;	3;	2,髓,4,髓
𦊟;	3;	2,罟,4,罟
㑴;	3;	2,侵,4,侵
𩩃;	3;	2,幹;骭
曗;	3;	2,曄
𣿙;	3;	2,漬
𦋫;	3;	2,罯
㸂;	3;	2,燧
䵹;	3;	2,鼅
𥝩;	3;	2,穗,4,穗,4,穗
𨈡;	3;	2,射
𨷪;	3;	2,闠,4,闠
𩠜;	3;	2,稽,4,稽,4,稽
艊;	3;	2,舶
𩼼;	3;	2,鱣
𩪋;	3;	2,螯
䩗;	3;	2,朔;霸
𡓱;	3;	2,壅
𧫧;	3;	2,諳
𢊪;	3;	2,康;糠
珁;	3;	2,瓷
猂;	3;	2,悍
𩓿;	3;	2,髯,4,髥
𢡆;	3;	2,懇,4,懇
𧑞;	3;	2,螣
匛;	3;	2,柩
𨻊;	3;	2,瘞
𩰥;	3;	2,爵
𧂟;	3;	2,蕢,4,蕢
碈;	3;	2,玟
𨜈;	3;	2,鄒;鄹
䣱;	3;	2,酗
畻;	3;	2,塍
𡾊;	3;	2,儡,2,㠥,4,
𢃷;	3;	2,牟
𧸃;	3;	2,遺,4,聵,4,遺
働;	3;	2,動
坆;	3;	2,墳;梅
𦘾;	3;	2,肒
𧲬;	3;	2,𧳅
𧲲;	3;	2,狐
㽸;	3;	2,瘎
眫;	3;	2,胖;眯
籝;	3;	2,籯
𩋘;	3;	2,鞋
𥔎;	3;	2,碕
𥦡;	3;	2,最;㝱
満;	3;	2,滿
㸠;	3;	2,𤕷
壦;	3;	2,壎
𡗝;	3;	2,夷
晍;	3;	2,曈
𦡈;	3;	2,癰
𦚤;	2;	2,腴,4,腴
䋘;	2;	2,縋
𣂊;	2;	2,熨
忹;	2;	2,狂;忹,2,恁
𢈭;	2;	2,痟
𦊩;	2;	2,罝
𡞦;	2;	2,惸
𦣥;	2;	4,
𠵀;	2;	2,師
㳑;	2;	2,溢
𤺦;	2;	2,瘞,4,瘞
䓑;	2;	2,萍;蓱,4,蓱
𩉪;	2;	2,䩸
𠾊;	2;	2,唾
𨫾;	2;	2,鏉
鸘;	2;	2,鷞
䘀;	2;	2,蛗
㲭;	2;	2,毯
𣔖;	2;	2,㮲
𧡪;	2;	2,眈
𪍑;	2;	2,麨,4,麨
𨠩;	2;	2,酬
湺;	2;	2,涎
𠚸;	2;	2,𠛎,4,
𪄪;	2;	2,䳵
𧸖;	2;	2,賺,4,賺
𡊇;	2;	2,坻
𨘧;	2;	2,輦
𩻙;	2;	2,鱷
𡋛;	2;	2,臺
𣏨;	2;	2,楠
惥;	2;	2,慂
𦉪;	2;	2,网;甘;罔,4,网
𩄭;	2;	2,𥧝;窹
䢉;	2;	2,農
𡇄;	2;	2,㘝
𩲶;	2;	2,魑
𥭛;	2;	2,篘
𪄉;	2;	2,雝
𡺡;	2;	2,盈
𡷅;	2;	2,峰,4,峯
𡰊;	2;	2,尳
蚠;	2;	2,蚡
𤆚;	2;	2,炖
𨶚;	2;	2,關,4,關,4,關
㩙;	2;	2,塞
㠩;	2;	2,巟
徏;	2;	2,陟
𥑵;	2;	2,磓
㚢;	2;	2,侮;奴
釡;	2;	2,釜,4,釜
𢅏;	2;	2,㡘
𨺅;	2;	2,隧;𨹺
𥷑;	2;	2,觱
𦘸;	2;	2,肐
㮄;	2;	2,榜
㳽;	2;	2,瀰,4,瀰
吆;	2;	2,吆,2,吆
𦙇;	2;	2,䏥
𣴺;	2;	2,淵
㧍;	2;	2,仿;搒
䴊;	2;	2,鸃
𨳮;	2;	2,𩰎
𦡺;	2;	2,癭,4,癭,4,癭
䨮;	2;	2,雪
𦶮;	2;	2,耘
䨪;	2;	2,霾
弹;	2;	2,彈
𧮃;	2;	2,讌
㠯;	2;	2,以;𠂤,2,以,4,以,4,呂,4,臣
𦸏;	2;	2,蓑
𧒏;	2;	2,蜃,4,蜃
𤕵;	2;	2,𤖦
𤉤;	2;	2,㶿
𢮢;	2;	2,搊
胟;	2;	2,拇;脢
䫏;	2;	2,䫑
𢤦;	2;	2,懂
𧢍;	2;	2,瞥
㒗;	2;	2,儓,4,儓
襽;	2;	2,襴
𣜃;	2;	2,槱
旾;	2;	2,春
䯢;	2;	2,髍
𧿁;	2;	2,刖
髤;	2;	2,髹
檿;	2;	2,𣝓
𨚍;	2;	2,邶
𤝼;	2;	2,狾;猘,4,狾
螡;	2;	2,蚊
𩗝;	2;	2,虺
𧖙;	2;	2,蜆
𦚉;	2;	2,慎
𨲗;	2;	2,鼞
𥯓;	2;	2,簪,4,簪
𦽌;	2;	2,葍;𦿁
壥;	2;	2,廛
𡵀;	2;	2,𥐞
䃉;	2;	2,玟
紭;	2;	2,紘
㺳;	2;	2,玫
𢆰;	2;	4,氐
𢪑;	2;	2,撫;摡
翖;	2;	2,翕
𧫣;	2;	2,速
𣶒;	2;	2,淵
𪁢;	2;	2,鶭,4,鶭
䩿;	2;	2,鼖
㡓;	2;	2,褌
𩜋;	2;	2,餉
鑎;	2;	2,匱
𥓂;	2;	2,谽
迱;	2;	2,迤
𥕥;	2;	2,區
㒆;	2;	2,歙
衜;	2;	2,道
忲;	2;	2,忕
办;	2;	2,辦
𣐬;	2;	4,相
𨻽;	2;	2,隰
𠆳;	2;	2,倉
㠙;	2;	2,崤
芁;	2;	2,𦫶
𣚛;	2;	2,檣;虡
𤮴;	2;	2,罐
鷉;	2;	2,鷈
𨔧;	2;	2,迸
𡶇;	2;	2,密
䤿;	2;	2,鍥
梸;	2;	2,梨
砶;	2;	2,珀
堘;	2;	2,塍
䙚;	2;	2,褭
蔳;	2;	2,蒨
㒇;	2;	2,憮
訤;	2;	2,詉;誵
𨑭;	2;	2,徙
𡈻;	2;	2,圞;圝
𨚚;	2;	2,邦
𠻢;	2;	2,謼
𥙁;	2;	4,施
挛;	2;	2,攣
𩼽;	2;	2,鯬
𩑺;	2;	2,髯
㴩;	2;	2,灉
䤦;	2;	2,鉞
𣣨;	2;	2,歃
𥯗;	2;	2,簨
䮇;	2;	2,驈
𦟯;	2;	2,肋
𪔖;	2;	2,鼕,4,黽
𣆊;	2;	2,春
𥊳;	2;	2,䁴
𧒓;	2;	2,蟋;蚍,4,蟋
𤟡;	2;	2,獚
𧿤;	2;	2,跗,4,跗
譼;	2;	2,監
𧓌;	2;	2,螢
𦩩;	2;	2,媵,4,
𡵞;	2;	2,峰,4,峯
𦤔;	2;	2,臱
𣲎;	2;	2,飲
塷;	2;	2,滷;鹵
㨵;	2;	2,揃
䂌;	2;	2,𥍽
㵲;	2;	2,潕
綗;	2;	2,絅;𦀝
𠏗;	2;	2,僚
豘;	2;	2,豚
𢱥;	2;	2,掃;𢬶,4,掃
𩕋;	2;	2,𩕳
𥟄;	2;	2,稷
𨎺;	2;	2,𨎹
𨎰;	2;	2,翰
㙲;	2;	2,壅
𠿇;	2;	2,謑
㔻;	2;	2,丕
𣥭;	2;	2,戰
𣡆;	2;	2,𣞙
䛵;	2;	2,㖟
胷;	2;	2,胸
𩞁;	2;	2,糜;饃,4,饝
畂;	2;	2,畝;㙀
𧉬;	2;	2,蚊
𦥝;	2;	2,舀,4,舀
猯;	2;	2,貒
㷻;	2;	2,無
𡊯;	2;	4,坋
𥐫;	2;	2,礦,4,礦
𦃆;	2;	2,絡,4,絡
骩;	2;	2,骫
𤤴;	2;	2,玨
𦛟;	2;	2,骾
𣃂;	2;	2,斲
𤳳;	2;	2,雷;虺,4,畾,4,雷
𢱲;	2;	2,舁;拜
轁;	2;	2,韜
𣩒;	2;	2,傮
𦽡;	2;	2,耄
𢺢;	2;	2,擂,4,攂
䁑;	2;	2,眻
𢕕;	2;	2,傪
𨜕;	2;	2,巷
𤴺;	2;	2,瘎
𣌭;	2;	2,會;答
𤵸;	2;	2,癃;胮,4,疒
𧧪;	2;	2,訕
𪀝;	2;	2,鳶;鶚
𨆚;	2;	2,蹋
𡲣;	2;	2,降
䯧;	2;	2,廎
槒;	2;	2,慉
㽜;	2;	2,畹
𦷟;	2;	2,莦
𧸽;	2;	2,遺
𢺞;	2;	2,把,4,把
轊;	2;	2,軎
𩕃;	2;	2,顯
𢐡;	2;	2,弼
𧶛;	2;	2,賚
𣼍;	2;	4,淪
脨;	2;	2,膌;𦠁
𩖨;	2;	2,䬍
𪊱;	2;	2,麟
萗;	2;	2,策
𠛉;	2;	2,㓞,4,㓞
泈;	2;	2,汷
𡇪;	2;	2,窖
㟲;	2;	2,㟶
𤄗;	2;	2,瀑
㛛;	2;	2,娠
𡄸;	2;	2,噰
𣹫;	2;	2,渾;溯;泝;溸
𨈟;	2;	2,我
㕼;	2;	2,哅
𦍐;	2;	2,羍
撁;	2;	2,牽
𦛞;	2;	2,腌
𧓹;	2;	2,蚊
㖭;	2;	2,舔
阥;	2;	2,陰
𩓫;	2;	2,觠
䆩;	2;	2,冥
𦄱;	2;	2,緶
𦖻;	2;	2,聰
𧭉;	2;	2,診
𢿧;	2;	2,𢿵,2,𢿽
𡌔;	2;	4,峭
乨;	2;	2,亂;始
𢬸;	2;	2,括
𢮋;	2;	2,拯
𠸺;	2;	2,𠱘
𣴬;	2;	2,沒
墧;	2;	2,橋;塙
嘫;	2;	2,然
䘐;	2;	2,衄
𦱕;	2;	2,𦺞
㽲;	2;	2,㽱
𥹝;	2;	2,餉,4,餉
𨊓;	2;	2,聹
𢫪;	2;	2,腕,4,腕
𤻴;	2;	2,疼
埨;	2;	2,陯
𧌓;	2;	2,蛗,4,蛗,4,蛗
䞬;	2;	2,透
㕉;	2;	2,𢈈
㯇;	2;	2,梐
𢤬;	2;	2,憤
𣵁;	2;	4,滔
𡡾;	2;	2,媚
蓈;	2;	2,稂
鵉;	2;	2,鸞
睓;	2;	2,㥏
𤏝;	2;	2,燅
擹;	2;	2,攤
𡿧;	2;	2,災
栾;	2;	2,欒
䂙;	2;	2,𥒵
祢;	2;	2,禰
䶉;	2;	2,𪕋
灧;	2;	2,灩
㚄;	2;	2,疐
𪁰;	2;	2,雉
𥨖;	2;	2,窺,4,窺
曓;	2;	2,暴
𠓛;	2;	2,亼
𡙡;	2;	2,羹
䠥;	2;	2,蹩
𠿜;	2;	2,㼫,4,
孶;	2;	2,孳,4,孳
洦;	2;	2,泊
㭋;	2;	2,棒,4,棒
𪋎;	2;	2,麀,4,麀
㕡;	2;	2,壑
㥉;	2;	2,𢜳
𠽸;	2;	2,囂,4,囂
𧷔;	2;	2,齎
䪥;	2;	2,薤
𢙴;	2;	2,愛,4,愛
㛲;	2;	2,髮
𢆱;	2;	2,幻;幼
䌄;	2;	2,綆
㚶;	2;	2,姒;姬
𢉨;	2;	2,𢈠
烮;	2;	2,烈
𢙬;	2;	4,伊,4,伊
劝;	2;	2,勸
驣;	2;	2,騰
玏;	2;	2,𤨕
脴;	2;	2,痞
𥎪;	2;	2,矧
𩦷;	2;	2,驖
𤃃;	2;	2,𤄫
𢹬;	2;	2,擁
叞;	2;	2,尉;熨
𪗺;	2;	2,齝
𣮪;	2;	2,毧
逎;	2;	2,遒
𡼕;	2;	2,峻
魣;	2;	2,鱮
𧊽;	2;	4,蜒
𠺌;	2;	4,匣
㷉;	2;	2,尉;熨
𧪖;	2;	2,誡
竜;	2;	2,龍
𠦶;	2;	2,革
漋;	2;	2,湰
𥎄;	2;	2,槍,4,槍
𨂻;	2;	2,蹈,4,蹈
𣽃;	2;	2,澹,4,澹
𢱂;	2;	2,𢮡
𥦀;	2;	2,寬;覓
𩪣;	2;	2,臆,4,臆
㔷;	2;	2,𠥮,4,陋
𧟳;	2;	2,霸
𦨤;	2;	2,𦨬
㥫;	2;	2,惇
槡;	2;	2,桑
𧎘;	2;	2,𧍢
䛑;	2;	2,謐
襇;	2;	2,襉
𤻞;	2;	2,疢
𪘿;	2;	2,齜
㙄;	2;	2,陛
𣪿;	2;	2,𢿵,4,揨
㿨;	2;	2,皪
𠲅;	2;	2,咆
㱒;	2;	2,訶,4,訶
𨅨;	2;	2,蹚,4,蹚
𤌽;	2;	2,炒
𤥼;	2;	2,璁
𩊗;	2;	2,𩍅
咞;	2;	2,哯,2,哯
𢦖;	2;	2,我
𩥉;	2;	2,驥,4,驥
𪒱;	2;	4,靉
𧯑;	2;	4,澗
𤰛;	2;	2,留
𧤪;	2;	2,觿,4,觿
𨚌;	2;	2,邪
䄂;	2;	2,袖;𥛅
𩊓;	2;	2,褲;銙
𩟪;	2;	2,饡
秃;	2;	2,禿
𧬵;	2;	2,諕
𨇨;	2;	2,躠
冴;	2;	2,冱
䕌;	2;	2,稚
𤿿;	2;	2,皺
屽;	2;	2,岸;𡷛
𡵗;	2;	2,𡸦
𠉡;	2;	2,陟
㔾;	2;	2,卩
𠷕;	2;	2,吹
𦾼;	2;	2,𦵷
𨁾;	2;	2,蹝,4,屣
玜;	2;	2,玒
蘍;	2;	2,薰
𣫞;	2;	2,鑿
𧶴;	2;	2,賭
䧛;	2;	2,傍;𨍩,4,傍
𢂑;	2;	2,拭
𦕾;	2;	2,聒,4,聒
䄩;	2;	2,䴬
㙔;	2;	2,韓;煒
𦩍;	2;	2,舠
𣮢;	2;	2,諄
𧫷;	2;	2,速,4,速
𠿘;	2;	2,嘴;㭰
𨠮;	2;	2,酗,4,酗
𡧢;	2;	2,肉,4,肉
𡘉;	2;	2,㚕,4,㚕
䬥;	2;	2,饐
𡌹;	2;	2,埤,4,埤
𢎸;	2;	2,弤
𧍝;	2;	2,蝭
𤏐;	2;	4,爓
𪍒;	2;	2,糊;𪏻
𠹎;	2;	2,烋
𩡣;	2;	4,靉
𣰢;	2;	2,氀
𩿇;	2;	2,雇
冄;	2;	2,冉
𣲩;	2;	2,汜
𥋛;	2;	2,矚
𢕒;	2;	2,復
𡶊;	2;	2,陀
𦱉;	2;	2,龍
𪌾;	2;	2,糒
㬰;	2;	2,臾
黬;	2;	2,𪒹
𠼩;	2;	2,圇
𤕻;	2;	2,牾;𧳎
恼;	2;	2,惱
𥠹;	2;	2,䅥,4,䅥
𡊜;	2;	4,坫
𥪴;	2;	4,竷
𤵲;	2;	2,疹;疢
𨀢;	2;	2,跚,4,跚
䈰;	2;	2,梢;筲
𣾅;	2;	2,湔,4,湔
肁;	2;	2,肇
𦙗;	2;	2,㬳
𤲵;	2;	2,庤,4,庤
𥢒;	2;	2,橯;䝁
𩚴;	2;	2,𧯡
𩜹;	2;	2,饌
㾗;	2;	2,䀶
峡;	2;	2,峽
𧚦;	2;	2,褋
𥫡;	2;	2,竽
𤍕;	2;	2,槱,4,炒
𥙂;	2;	2,祗,4,祗
𡱎;	2;	2,肩
𦒳;	2;	2,老,4,老
𪃩;	2;	2,鶖
𧀮;	2;	2,𦺉
𨟷;	2;	2,醅,4,醅
𧒿;	2;	2,蠈
𡍮;	2;	2,垂
搄;	2;	2,揯
㶡;	2;	2,火
㢼;	2;	2,彆
哌;	2;	2,呱
𣯸;	2;	2,氍
倸;	2;	2,睬
𨛦;	2;	2,郡
録;	2;	2,錄,2,錄
楃;	2;	2,幄
𣝔;	2;	2,柝
荣;	2;	2,榮,2,榮
𨂂;	2;	2,蹠
𠬚;	2;	2,宄,4,宄
籖;	2;	2,籤
𥤴;	1;	2,阱;弇
𣂫;	1;	2,折
𥎤;	1;	2,䂎;鑹
𣵞;	1;	2,溶
𢲹;	1;	2,笞
娦;	1;	2,嬪
𣉞;	1;	2,暠
𨑞;	1;	2,迍,4,迍
𨜧;	1;	2,卹
䕄;	1;	2,𧗆
𤅷;	1;	2,𤃩
𤬜;	1;	2,𤬛
髈;	1;	2,膀
𢽬;	1;	2,陳;敶
𦺈;	1;	2,蓀
㥿;	1;	2,傲
悓;	1;	2,俔
𢽿;	1;	2,敢
鏳;	1;	2,錚;琤
𤮧;	1;	2,罏
琜;	1;	2,𤦃
𨞃;	1;	2,黎;𨛫
𩗗;	1;	2,颶
𧎬;	1;	2,蟘
𡺰;	1;	2,嶭
仢;	1;	2,彴
𤱕;	1;	2,氓
𠻕;	1;	2,嘬,4,嘬
𤔩;	1;	2,摑;攫
鞸;	1;	2,韠
槺;	1;	2,䆲
𧀱;	1;	2,蔕
㗜;	1;	2,嗅
䍋;	1;	2,甀
鮾;	1;	2,餒;鯘
𢖴;	1;	2,疙;忥
𡄗;	1;	2,嚗
𡑦;	1;	2,墁
𩚿;	1;	2,飫
𨣹;	1;	2,糟
𥸨;	1;	2,番;蹯
㴴;	1;	2,湛
𩀙;	1;	2,難;𪄿
妛;	1;	2,媸
薻;	1;	2,藻
𢖉;	1;	2,徹
𦺫;	1;	2,䕞
𦸝;	1;	2,𧀬
㨣;	1;	2,擁
祮;	1;	2,祰
𦤀;	1;	2,臭,4,臭
𡤏;	1;	2,媟
𨂆;	1;	2,蹈
𢗍;	1;	2,志,4,志
鍓;	1;	2,鏶
𩋙;	1;	4,革
𣭀;	1;	2,菢
𦳉;	1;	2,䔺,4,䔺
㪉;	1;	2,敆
𣯢;	1;	2,娑
𡲕;	1;	2,屧
𧔢;	1;	2,䗃
𨁵;	1;	2,跗
𤵿;	1;	2,瘺
𨌲;	1;	2,𨍌
𩭓;	1;	2,𩮈
𨲔;	1;	2,鬉
𩩉;	1;	2,髇
𣘩;	1;	2,杫
䳰;	1;	2,鴇
鐥;	1;	2,釤
𪔵;	1;	2,鼖
𦡶;	1;	2,膁
𦪩;	1;	2,舲
㽍;	1;	2,坩
惞;	1;	2,欣
𥗼;	1;	2,磥
艁;	1;	2,造
𧛂;	1;	2,禍
𥆖;	1;	2,𥉝;𧡸
𨊴;	1;	2,敷;陳,4,陳
妚;	1;	2,胚;嬛
詋;	1;	2,咒
𣻝;	1;	2,淺
﨣;	1;	2,赳
搂;	1;	2,摟
㮞;	1;	2,楶
𡿏;	1;	2,𡿇
郑;	1;	2,鄭
㽗;	1;	2,畝
鮝;	1;	2,鯗;鰧
俌;	1;	2,輔
𦟻;	1;	4,暱
𣭜;	1;	2,毣
枀;	1;	2,松;榕
𠜶;	1;	2,腦
𥞀;	1;	2,移
𨠘;	1;	2,粕
䎫;	1;	2,堫
𨮀;	1;	2,鎚
𡕎;	1;	2,蠹,4,蠹
𩌎;	1;	2,鞴
烉;	1;	2,煥
𥼾;	1;	2,糝,4,糝
噋;	1;	2,啍
𤾡;	1;	2,𤾸
𣐭;	1;	2,果
䄳;	1;	2,祉;秈
𣍓;	1;	2,㡅;侈
㗒;	1;	2,唉
𣎶;	1;	2,杰
䖥;	1;	2,蟊
𨟰;	1;	2,卹
閝;	1;	2,𨷰
璌;	1;	2,𡐔
黋;	1;	2,爌,2,爌
𨓅;	1;	2,貌;邈
哣;	1;	2,咅
胢;	1;	2,䯊,4,䯊
𨒤;	1;	2,𧺼
𣮲;	1;	2,毻
耈;	1;	2,耇
𧿉;	1;	2,趶
䜹;	1;	2,酥
𣹜;	1;	4,氵
𠺽;	1;	2,啥
𣯅;	1;	2,罽;𦇧
娒;	1;	2,侮;姆
𤖽;	1;	2,向,4,
髃;	1;	2,腢
𦯩;	1;	2,荽
𤆶;	1;	2,焚,4,炃
𦳖;	1;	2,藀
𥢠;	1;	4,稬
𧍗;	1;	2,蠚
𤰭;	1;	2,䎩
𦔽;	1;	2,聽
𠱯;	1;	2,坐,4,坐
𣺫;	1;	2,滫
𩢍;	1;	2,騧
幈;	1;	2,屏
𩒙;	1;	2,規;頫
阩;	1;	2,陞
鐛;	1;	2,䭘
𦔩;	1;	2,穮
媤;	1;	2,㚸
𠚰;	1;	2,刻
𧞽;	1;	2,䙙
炏;	1;	2,炎;烗
阴;	1;	2,陰
鮉;	1;	2,鯛
茋;	1;	2,菧;𦰘
𠽢;	1;	2,㗘
𩅮;	1;	2,𩅨
𠽱;	1;	2,謇
𩾰;	1;	2,雌
𦀦;	1;	2,紙
鵕;	1;	2,鵔
𡑐;	1;	2,墋
睻;	1;	2,䁔
㦨;	1;	2,嬾
𡪣;	1;	2,竁
𠐳;	1;	2,儢
䄽;	1;	2,秈;䄼
𢠜;	1;	2,悖;誖
𣰉;	1;	2,氅
𪠘;	1;	2,廨
秗;	1;	2,飫
𧻠;	1;	2,趠
猍;	1;	2,貍;𧳟
箥;	1;	2,笸
䕘;	1;	2,苓
𤡬;	1;	2,豷
瑉;	1;	2,玟
䮐;	1;	2,駉
鴖;	1;	2,蚊;𪂆
䝠;	1;	2,獂
㻋;	1;	2,㻝;㻷
楧;	1;	2,柍
猬;	1;	2,蝟
迈;	1;	2,邁
鴑;	1;	2,鴽
𥈌;	1;	2,𥉈
𥣧;	1;	2,穨
𡡓;	1;	2,嬃
𥽦;	1;	2,𥽿
𤛒;	1;	2,㹗
𡏲;	1;	2,塈
𥞪;	1;	2,秣;米;粖
㒯;	1;	2,燁
𪀨;	1;	2,鴉
囶;	1;	2,國
𨑾;	1;	2,巡
㜲;	1;	2,嬴,2,嬴
炲;	1;	2,炱
𨊠;	1;	2,軓,4,軓
梕;	1;	2,杒
𡸖;	1;	2,嵬
𨿜;	1;	2,鵒,4,雒
崯;	1;	2,崟
𩰺;	1;	2,鬷
𥺀;	1;	4,稊
𢸳;	1;	2,㩋
銮;	1;	2,鑾
𥚛;	1;	4,褌
𨕣;	1;	2,遻
𠊱;	1;	2,候
莜;	1;	2,蓧
䑪;	1;	2,䑥,4,船
𪙑;	1;	2,𪙌
𥦠;	1;	2,窪;窳,4,窪
𦄿;	1;	2,纆
𡑀;	1;	2,墅;野
䃣;	1;	2,毀,2,毀
煾;	1;	2,熅;𤇯
𩲡;	1;	2,鬼
㬅;	1;	2,曼,4,曼
䓿;	1;	2,菡
𨒈;	1;	2,遲
𦀧;	1;	2,紹
𧮣;	1;	2,誩,4,誩
䠧;	1;	2,躇
厫;	1;	2,廒,2,廒
𢖒;	1;	2,優
𥫻;	1;	2,䇘
𪀖;	1;	2,鶖,4,鶖
𪇸;	1;	2,鷺;鸕
䡅;	1;	2,輴
𣱳;	1;	4,永
𧙓;	1;	4,祚
㗐;	1;	2,嗑
𢅞;	1;	2,綠
𢥝;	1;	2,𢜸
𣁋;	1;	2,微
𢠸;	1;	2,憚,4,憚
𡂐;	1;	2,讚;囋,4,囋
𧚳;	1;	2,製
贁;	1;	2,敗
勈;	1;	2,勇
𧎪;	1;	2,蚔;蚊
𪇰;	1;	2,鸔
𧗵;	1;	2,率;𧗿,4,
𣣶;	1;	2,㰡
𡘽;	1;	2,焚
𡏰;	1;	2,𡊄,4,
𩇪;	1;	2,匪;厞
桰;	1;	2,栝
你;	1;	2,你,2,你,4,你,4,你
𤝽;	1;	2,貄;𧳙
𥾭;	1;	2,𥿯
𢝣;	1;	4,惷
𢶜;	1;	2,擁
𧬍;	1;	2,謫,4,謫
䙸;	1;	2,得;㝵
𧨶;	1;	2,訞
𪇺;	1;	2,鵹
㠝;	1;	2,巑
𦧫;	1;	2,舐
𧲪;	1;	2,貉,4,貈
𦢌;	1;	2,殰
𩪠;	1;	2,膺,4,膺
𦆉;	1;	2,韉
𠀇;	1;	2,且
𥚃;	1;	2,裡
𧵲;	1;	2,貿
𦁡;	1;	2,縰,4,屣
𤔲;	1;	2,辭,4,辭
𥬑;	1;	2,筑,4,筑
𠻘;	1;	2,嚼,4,嚼
杀;	1;	2,殺
𩱋;	1;	2,羹
𨗗;	1;	2,逋
𨾽;	1;	2,鴟
㤂;	1;	2,急;忣,2,忣
